# Text,Tint synthetic,Qhvac,Qsun - step=1800s
-1.000000000000000000e+00 8.322783007378282250e+00 9.000000000000000000e+00 1.259918062676994577e-01
0.000000000000000000e+00 8.257308856258488206e+00 7.000000000000000000e+00 7.663580534023209934e-01
1.000000000000000000e+00 8.212429798641236900e+00 7.000000000000000000e+00 4.303560043645280331e-01
2.000000000000000000e+00 8.187778631102366589e+00 8.000000000000000000e+00 7.505480094186623985e-01
3.000000000000000000e+00 8.182810810588058814e+00 1.100000000000000000e+01 1.152466433176471128e-01
3.000000000000000000e+00 8.197195257095241772e+00 1.000000000000000000e+01 2.774369825719209643e+02
4.000000000000000000e+00 8.210296967501477639e+00 1.100000000000000000e+01 4.407848026641900105e+02
5.000000000000000000e+00 8.241884896754054779e+00 9.000000000000000000e+00 6.583859756158111622e+02
6.000000000000000000e+00 8.290796379586693021e+00 1.100000000000000000e+01 9.245411138389973758e+02
8.000000000000000000e+00 8.357278396704094448e+00 1.000000000000000000e+01 1.220572511101093369e+03
1.000000000000000000e+01 8.459503593725738568e+00 1.100000000000000000e+01 1.514930256793932813e+03
1.000000000000000000e+01 8.596676359972065029e+00 7.000000000000000000e+00 1.767719663786366937e+03
1.100000000000000000e+01 8.728130458110827661e+00 9.000000000000000000e+00 1.939214478385412121e+03
1.000000000000000000e+01 8.874578766997872847e+00 8.000000000000000000e+00 2.000000000000000000e+03
9.000000000000000000e+00 8.996394036732201727e+00 9.000000000000000000e+00 1.939214478385412121e+03
9.000000000000000000e+00 9.094848800783532639e+00 8.000000000000000000e+00 1.767719663786366937e+03
9.000000000000000000e+00 9.189624181066209374e+00 1.000000000000000000e+01 1.514930256793932813e+03
7.000000000000000000e+00 9.281344095907098080e+00 9.000000000000000000e+00 1.220572511101093369e+03
6.000000000000000000e+00 9.330899302735641498e+00 8.000000000000000000e+00 9.245411138389973758e+02
6.000000000000000000e+00 9.358991586532285467e+00 8.000000000000000000e+00 6.583859756158111622e+02
6.000000000000000000e+00 9.385769120911959362e+00 1.100000000000000000e+01 4.407848026641900105e+02
6.000000000000000000e+00 9.411777966644471860e+00 1.000000000000000000e+01 2.774369825719209643e+02
5.000000000000000000e+00 9.436218076181251746e+00 1.000000000000000000e+01 1.641699972477975962e+02
6.000000000000000000e+00 9.440031269460316565e+00 8.000000000000000000e+00 9.133030922126044970e+01
6.000000000000000000e+00 9.462100879898216022e+00 8.000000000000000000e+00 6.184966169931660485e-02
6.000000000000000000e+00 9.482846180315961604e+00 1.000000000000000000e+01 7.060966116727193098e-01
7.000000000000000000e+00 9.502705623018668391e+00 1.000000000000000000e+01 6.860630328727945759e-02
6.000000000000000000e+00 9.540600831874417764e+00 7.000000000000000000e+00 1.237424267353579577e-01
5.000000000000000000e+00 9.556763711862251043e+00 6.000000000000000000e+00 9.566427988494830004e-02
6.000000000000000000e+00 9.552378111172792785e+00 7.000000000000000000e+00 6.975110808972360132e-01
5.000000000000000000e+00 9.567121620483630906e+00 6.000000000000000000e+00 1.256132921148900294e-02
7.000000000000000000e+00 9.561375403325557798e+00 8.000000000000000000e+00 5.146606093608570021e-01
7.000000000000000000e+00 9.594276816628408255e+00 8.000000000000000000e+00 3.288656392173218146e-01
7.000000000000000000e+00 9.625496055443017340e+00 1.000000000000000000e+01 5.480257595777054958e-01
7.000000000000000000e+00 9.655485327268342743e+00 7.000000000000000000e+00 3.208552558275838962e-01
7.000000000000000000e+00 9.683333028613166249e+00 8.000000000000000000e+00 4.542546744373072709e-01
7.000000000000000000e+00 9.709893465232768861e+00 8.000000000000000000e+00 2.105445887121760729e-01
7.000000000000000000e+00 9.735026336570937744e+00 9.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+00 9.758981311265207736e+00 8.000000000000000000e+00 5.692077933828665337e-02
7.000000000000000000e+00 9.781421566892175790e+00 6.000000000000000000e+00 6.787866065778800362e-01
7.000000000000000000e+00 9.802215686872239431e+00 7.000000000000000000e+00 5.666249620692278555e-01
7.000000000000000000e+00 9.822006209750476557e+00 9.000000000000000000e+00 1.643405045706156642e-01
8.000000000000000000e+00 9.841026195833750378e+00 8.000000000000000000e+00 4.074451670987897511e-01
7.000000000000000000e+00 9.878000514798850773e+00 1.000000000000000000e+01 9.733126850418271081e-01
7.000000000000000000e+00 9.894317938302277682e+00 7.000000000000000000e+00 9.664171846163941426e-01
7.000000000000000000e+00 9.909044303009117982e+00 9.000000000000000000e+00 1.780974903811264332e-01
6.000000000000000000e+00 9.923204122406765748e+00 1.000000000000000000e+01 8.045286721162278054e-01
7.000000000000000000e+00 9.917359350459507894e+00 7.000000000000000000e+00 2.862988359487388390e-01
7.000000000000000000e+00 9.930011976067888213e+00 9.000000000000000000e+00 8.511401982730519844e-01
7.000000000000000000e+00 9.942183531662390550e+00 7.000000000000000000e+00 8.684239363503533093e-01
7.000000000000000000e+00 9.953125225088697903e+00 1.000000000000000000e+01 9.524384331512758539e-01
6.000000000000000000e+00 9.963847842579667713e+00 1.100000000000000000e+01 6.925285887840710863e-01
8.000000000000000000e+00 9.954707162161032130e+00 8.000000000000000000e+00 8.447245082734443633e-01
8.000000000000000000e+00 9.983469653648322506e+00 1.100000000000000000e+01 3.993892751223787618e-01
8.000000000000000000e+00 1.001137203544788790e+01 8.000000000000000000e+00 2.774369825719209643e+02
8.000000000000000000e+00 1.003740198597880351e+01 8.000000000000000000e+00 4.407848026641900105e+02
9.000000000000000000e+00 1.006227285926316206e+01 1.100000000000000000e+01 6.583859756158111622e+02
9.000000000000000000e+00 1.010596089792873009e+01 1.000000000000000000e+01 9.245411138389973758e+02
8.000000000000000000e+00 1.014784606419635615e+01 8.000000000000000000e+00 1.220572511101093369e+03
8.000000000000000000e+00 1.016865023780126798e+01 7.000000000000000000e+00 1.514930256793932813e+03
8.000000000000000000e+00 1.018872025626571087e+01 8.000000000000000000e+00 1.767719663786366937e+03
8.000000000000000000e+00 1.020856554215163037e+01 9.000000000000000000e+00 1.939214478385412121e+03
8.000000000000000000e+00 1.022825977635097061e+01 8.000000000000000000e+00 2.000000000000000000e+03
7.000000000000000000e+00 1.024744650108201505e+01 9.000000000000000000e+00 1.939214478385412121e+03
7.000000000000000000e+00 1.024723571778341835e+01 7.000000000000000000e+00 1.767719663786366937e+03
7.000000000000000000e+00 1.024696011371567117e+01 8.000000000000000000e+00 1.514930256793932813e+03
5.000000000000000000e+00 1.024710102933966382e+01 8.000000000000000000e+00 1.220572511101093369e+03
4.000000000000000000e+00 1.020879690002973028e+01 1.000000000000000000e+01 9.245411138389973758e+02
3.000000000000000000e+00 1.015298782780393161e+01 1.000000000000000000e+01 6.583859756158111622e+02
3.000000000000000000e+00 1.007981991954157763e+01 1.000000000000000000e+01 4.407848026641900105e+02
2.000000000000000000e+00 1.000910661768773480e+01 8.000000000000000000e+00 2.774369825719209643e+02
0.000000000000000000e+00 9.921035304184560033e+00 8.000000000000000000e+00 1.641699972477975962e+02
1.000000000000000000e+00 9.797304535938785364e+00 1.000000000000000000e+01 9.133030922126044970e+01
1.000000000000000000e+00 9.697371661684485389e+00 8.000000000000000000e+00 5.590867994298754917e-01
3.000000000000000000e+00 9.600285181951329960e+00 9.000000000000000000e+00 4.870723043767249960e-01
3.000000000000000000e+00 9.545050995147066786e+00 1.000000000000000000e+01 3.087197812974992184e-01
3.000000000000000000e+00 9.491597877271948036e+00 8.000000000000000000e+00 5.300120818579500126e-01
4.000000000000000000e+00 9.439280617172000731e+00 1.000000000000000000e+01 1.725336009044460273e-01
3.000000000000000000e+00 9.408094637820424211e+00 7.000000000000000000e+00 2.550516682026732207e-01
2.000000000000000000e+00 9.357765893339475838e+00 9.000000000000000000e+00 1.828928285462585457e-01
2.000000000000000000e+00 9.289953378273182238e+00 1.000000000000000000e+01 7.654258912813138860e-01
2.000000000000000000e+00 9.224368001782615067e+00 1.000000000000000000e+01 3.451354380524640497e-02
2.000000000000000000e+00 9.160731363421735551e+00 1.000000000000000000e+01 8.218139991227302321e-01
2.000000000000000000e+00 9.098968733265342834e+00 1.000000000000000000e+01 5.208521079635382023e-01
2.000000000000000000e+00 9.039007906862687847e+00 1.000000000000000000e+01 6.868512730282827494e-02
1.000000000000000000e+00 8.980779465804737072e+00 9.000000000000000000e+00 4.845553936014409535e-01
1.000000000000000000e+00 8.904754927656162167e+00 9.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 8.831041265682545216e+00 9.000000000000000000e+00 2.191668849881097669e-01
0.000000000000000000e+00 8.759549388064316489e+00 8.000000000000000000e+00 9.508685267748303582e-01
0.000000000000000000e+00 8.670731777830448905e+00 6.000000000000000000e+00 2.959170297380229187e-01
0.000000000000000000e+00 8.584292307577609193e+00 8.000000000000000000e+00 8.571082172693366141e-01
0.000000000000000000e+00 8.500908364652980609e+00 7.000000000000000000e+00 5.430605240770846054e-01
0.000000000000000000e+00 8.419884885834285626e+00 8.000000000000000000e+00 8.436664914499434342e-01
0.000000000000000000e+00 8.341515419165320466e+00 1.100000000000000000e+01 2.792091034563356500e-01
0.000000000000000000e+00 8.266082004581150500e+00 8.000000000000000000e+00 1.639015723346510800e-01
0.000000000000000000e+00 8.192317610771922887e+00 9.000000000000000000e+00 8.616479442836937341e-01
0.000000000000000000e+00 8.120927418779293916e+00 9.000000000000000000e+00 8.242979614539454047e-01
0.000000000000000000e+00 8.051627746745717573e+00 1.000000000000000000e+01 4.622785845194721244e-01
0.000000000000000000e+00 7.984530399264824219e+00 1.200000000000000000e+01 5.639254467783310076e-01
0.000000000000000000e+00 7.919743147264453498e+00 1.000000000000000000e+01 8.483924099147140963e-01
1.000000000000000000e+00 7.856408203176533434e+00 9.000000000000000000e+00 8.473676274237931239e-01
2.000000000000000000e+00 7.813932075791510279e+00 7.000000000000000000e+00 4.392796948228538945e-01
2.000000000000000000e+00 7.791359935115879765e+00 9.000000000000000000e+00 5.554774401942444984e-01
2.000000000000000000e+00 7.769466204819679866e+00 1.000000000000000000e+01 2.774369825719209643e+02
3.000000000000000000e+00 7.748140024449846841e+00 1.000000000000000000e+01 4.407848026641900105e+02
3.000000000000000000e+00 7.746500707846677436e+00 1.000000000000000000e+01 6.583859756158111622e+02
3.000000000000000000e+00 7.744645037715021552e+00 1.100000000000000000e+01 9.245411138389973758e+02
3.000000000000000000e+00 7.742876647979506366e+00 1.000000000000000000e+01 1.220572511101093369e+03
3.000000000000000000e+00 7.740921598819608285e+00 8.000000000000000000e+00 1.514930256793932813e+03
3.000000000000000000e+00 7.738707688877227042e+00 8.000000000000000000e+00 1.767719663786366937e+03
3.000000000000000000e+00 7.736726051709534424e+00 9.000000000000000000e+00 1.939214478385412121e+03
3.000000000000000000e+00 7.735225114554280523e+00 7.000000000000000000e+00 2.000000000000000000e+03
2.000000000000000000e+00 7.733631845419505879e+00 8.000000000000000000e+00 1.939214478385412121e+03
1.000000000000000000e+00 7.713232639231643262e+00 1.100000000000000000e+01 1.767719663786366937e+03
1.000000000000000000e+00 7.675029265827191693e+00 9.000000000000000000e+00 1.514930256793932813e+03
0.000000000000000000e+00 7.637877209728626937e+00 8.000000000000000000e+00 1.220572511101093369e+03
-1.000000000000000000e+00 7.582544515824390707e+00 9.000000000000000000e+00 9.245411138389973758e+02
-1.000000000000000000e+00 7.509961304315560859e+00 1.100000000000000000e+01 6.583859756158111622e+02
-1.000000000000000000e+00 7.440110853720704576e+00 9.000000000000000000e+00 4.407848026641900105e+02
-3.000000000000000000e+00 7.372034626872988383e+00 9.000000000000000000e+00 2.774369825719209643e+02
-3.000000000000000000e+00 7.267446364786338542e+00 9.000000000000000000e+00 1.641699972477975962e+02
-3.000000000000000000e+00 7.166167309072891456e+00 1.000000000000000000e+01 9.133030922126044970e+01
-4.000000000000000000e+00 7.068233677242405477e+00 9.000000000000000000e+00 6.051356110575369929e-01
-3.000000000000000000e+00 6.953826925319723351e+00 9.000000000000000000e+00 2.719106005548774796e-01
-4.000000000000000000e+00 6.862272408224484366e+00 9.000000000000000000e+00 6.603941484056844446e-01
-4.000000000000000000e+00 6.754190458231604133e+00 9.000000000000000000e+00 4.603512110058989304e-01
-4.000000000000000000e+00 6.649446684807684527e+00 8.000000000000000000e+00 6.840583602748134817e-01
-4.000000000000000000e+00 6.547719839806387832e+00 1.100000000000000000e+01 2.986280880838133589e-01
-5.000000000000000000e+00 6.449662478649780262e+00 9.000000000000000000e+00 3.752461316492727850e-01
-5.000000000000000000e+00 6.334901751381273094e+00 1.100000000000000000e+01 6.203582246222794083e-02
-5.000000000000000000e+00 6.224079153725502245e+00 1.200000000000000000e+01 5.019596982836906918e-01
-5.000000000000000000e+00 6.116850399970820362e+00 9.000000000000000000e+00 1.731853903388060889e-01
-5.000000000000000000e+00 6.012307333533511766e+00 1.100000000000000000e+01 8.289402211251184482e-02
-5.000000000000000000e+00 5.911307726055708756e+00 1.200000000000000000e+01 3.579739271140438550e-01
-4.000000000000000000e+00 5.813522776801447911e+00 1.000000000000000000e+01 4.043039978275123625e-01
-5.000000000000000000e+00 5.737521541056630703e+00 9.000000000000000000e+00 0.000000000000000000e+00
-5.000000000000000000e+00 5.644158193615968599e+00 1.000000000000000000e+01 3.508603366631077858e-01
-5.000000000000000000e+00 5.553715997240302293e+00 8.000000000000000000e+00 5.394856540272862100e-01
-5.000000000000000000e+00 5.465505804445342619e+00 1.100000000000000000e+01 9.514354963156109735e-01
-5.000000000000000000e+00 5.380403639064643251e+00 1.000000000000000000e+01 3.286082910909359223e-01
-5.000000000000000000e+00 5.297520749766411186e+00 1.100000000000000000e+01 4.331001010452797395e-01
-6.000000000000000000e+00 5.217156789160193320e+00 1.000000000000000000e+01 4.276122536798081519e-01
-5.000000000000000000e+00 5.119560872621849335e+00 1.000000000000000000e+01 1.086608102528300313e-01
-5.000000000000000000e+00 5.044088493605324075e+00 1.200000000000000000e+01 6.150826276635584788e-01
-4.000000000000000000e+00 4.971043418707126627e+00 1.000000000000000000e+01 3.772344591142776649e-01
-3.000000000000000000e+00 4.918833472326768153e+00 8.000000000000000000e+00 2.512332635112998203e-01
-2.000000000000000000e+00 4.886697601063186625e+00 1.000000000000000000e+01 8.363048952808073144e-01
-1.000000000000000000e+00 4.874674135892753668e+00 1.100000000000000000e+01 9.677406565948026840e-01
0.000000000000000000e+00 4.881838792282366946e+00 1.200000000000000000e+01 3.546476836718042147e-01
0.000000000000000000e+00 4.907495400328963697e+00 1.200000000000000000e+01 5.525464730022111581e-01
1.000000000000000000e+00 4.931513261893866407e+00 8.000000000000000000e+00 1.867905230150653795e-01
2.000000000000000000e+00 4.972459278338035027e+00 8.000000000000000000e+00 4.123768498937486759e-01
3.000000000000000000e+00 5.030494644274428495e+00 9.000000000000000000e+00 2.774369825719209643e+02
3.000000000000000000e+00 5.105303939539445501e+00 9.000000000000000000e+00 4.407848026641900105e+02
6.000000000000000000e+00 5.176885915474527700e+00 8.000000000000000000e+00 6.583859756158111622e+02
6.000000000000000000e+00 5.303069212428394685e+00 9.000000000000000000e+00 9.245411138389973758e+02
7.000000000000000000e+00 5.424553280441565484e+00 9.000000000000000000e+00 1.220572511101093369e+03
6.000000000000000000e+00 5.560714402366207842e+00 9.000000000000000000e+00 1.514930256793932813e+03
6.000000000000000000e+00 5.672604806054554416e+00 9.000000000000000000e+00 1.767719663786366937e+03
5.000000000000000000e+00 5.780488937167008068e+00 1.100000000000000000e+01 1.939214478385412121e+03
5.000000000000000000e+00 5.865704198086582721e+00 8.000000000000000000e+00 2.000000000000000000e+03
5.000000000000000000e+00 5.947416813893007692e+00 1.000000000000000000e+01 1.939214478385412121e+03
4.000000000000000000e+00 6.026701389976324208e+00 1.000000000000000000e+01 1.767719663786366937e+03
3.000000000000000000e+00 6.083932799950305892e+00 9.000000000000000000e+00 1.514930256793932813e+03
2.000000000000000000e+00 6.119632250339825497e+00 8.000000000000000000e+00 1.220572511101093369e+03
2.000000000000000000e+00 6.134477022515360645e+00 1.100000000000000000e+01 9.245411138389973758e+02
1.000000000000000000e+00 6.149156610473036189e+00 9.000000000000000000e+00 6.583859756158111622e+02
1.000000000000000000e+00 6.143345251198876866e+00 1.100000000000000000e+01 4.407848026641900105e+02
1.000000000000000000e+00 6.137748723229641712e+00 8.000000000000000000e+00 2.774369825719209643e+02
2.000000000000000000e+00 6.131335970841991667e+00 1.000000000000000000e+01 1.641699972477975962e+02
1.000000000000000000e+00 6.144327921283269767e+00 9.000000000000000000e+00 9.133030922126044970e+01
1.000000000000000000e+00 6.136875102847087149e+00 8.000000000000000000e+00 5.928270233960386548e-02
1.000000000000000000e+00 6.128961434173521461e+00 1.000000000000000000e+01 8.185882058894411450e-01
0.000000000000000000e+00 6.121183768186486240e+00 1.200000000000000000e+01 3.435757639129132235e-01
1.000000000000000000e+00 6.094268786566640728e+00 8.000000000000000000e+00 5.407361717948240276e-01
0.000000000000000000e+00 6.086300662615595769e+00 1.100000000000000000e+01 9.592613502041142937e-01
0.000000000000000000e+00 6.059398298590370935e+00 9.000000000000000000e+00 9.623006195856236289e-01
0.000000000000000000e+00 6.032560476404407623e+00 1.100000000000000000e+01 8.846687183288364231e-01
0.000000000000000000e+00 6.006555251357818648e+00 9.000000000000000000e+00 6.792114181693155173e-01
0.000000000000000000e+00 5.980582623697985767e+00 1.000000000000000000e+01 1.572922424219295179e-01
0.000000000000000000e+00 5.955219413858331201e+00 1.200000000000000000e+01 4.844000810606206020e-01
0.000000000000000000e+00 5.930635992020530267e+00 8.000000000000000000e+00 9.536184727065973865e-01
0.000000000000000000e+00 5.905650054858657683e+00 9.000000000000000000e+00 8.580410028632106112e-01
0.000000000000000000e+00 5.881239956448460759e+00 1.100000000000000000e+01 2.544423990957410675e-01
0.000000000000000000e+00 5.857577019785997763e+00 8.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.833672252225911237e+00 1.000000000000000000e+01 9.303659604521814508e-01
0.000000000000000000e+00 5.810498252988304912e+00 7.000000000000000000e+00 4.098735981843120157e-01
0.000000000000000000e+00 5.787066564026762450e+00 1.100000000000000000e+01 4.995903541999506814e-01
0.000000000000000000e+00 5.764734708384610329e+00 1.000000000000000000e+01 5.493533672690154024e-01
0.000000000000000000e+00 5.742500286990697589e+00 1.000000000000000000e+01 4.206285743275485212e-01
0.000000000000000000e+00 5.720553237631503585e+00 1.000000000000000000e+01 3.436197283870097152e-01
0.000000000000000000e+00 5.698883910063964997e+00 8.000000000000000000e+00 6.289884742923054217e-01
0.000000000000000000e+00 5.677098538611108580e+00 1.100000000000000000e+01 2.330514724406403948e-01
1.000000000000000000e+00 5.656164421788425045e+00 1.000000000000000000e+01 1.136301933894190430e-01
1.000000000000000000e+00 5.654550803524987401e+00 9.000000000000000000e+00 6.636103709555930541e-01
2.000000000000000000e+00 5.652286026568591026e+00 1.100000000000000000e+01 9.915638431489626203e-02
3.000000000000000000e+00 5.669243644833703577e+00 8.000000000000000000e+00 6.350888402066088290e-01
3.000000000000000000e+00 5.703764545748606807e+00 1.200000000000000000e+01 8.826557336325052683e-01
3.000000000000000000e+00 5.737291728669829283e+00 9.000000000000000000e+00 1.290596722626801141e-01
4.000000000000000000e+00 5.768519901233950087e+00 8.000000000000000000e+00 2.909815890629645629e-01
5.000000000000000000e+00 5.817194829947707646e+00 9.000000000000000000e+00 3.938267127390212563e-01
5.000000000000000000e+00 5.883072528741762675e+00 9.000000000000000000e+00 2.774369825719209643e+02
5.000000000000000000e+00 5.946178210927368646e+00 9.000000000000000000e+00 4.407848026641900105e+02
6.000000000000000000e+00 6.006684335435433120e+00 1.000000000000000000e+01 6.583859756158111622e+02
6.000000000000000000e+00 6.084239287718752109e+00 9.000000000000000000e+00 9.245411138389973758e+02
6.000000000000000000e+00 6.158676957732092561e+00 9.000000000000000000e+00 1.220572511101093369e+03
6.000000000000000000e+00 6.230425471104935831e+00 1.100000000000000000e+01 1.514930256793932813e+03
6.000000000000000000e+00 6.300087611873264493e+00 7.000000000000000000e+00 1.767719663786366937e+03
5.000000000000000000e+00 6.366688019987674529e+00 9.000000000000000000e+00 1.939214478385412121e+03
5.000000000000000000e+00 6.412295125821645847e+00 9.000000000000000000e+00 2.000000000000000000e+03
4.000000000000000000e+00 6.456585849511329300e+00 8.000000000000000000e+00 1.939214478385412121e+03
4.000000000000000000e+00 6.480125307791121614e+00 1.000000000000000000e+01 1.767719663786366937e+03
4.000000000000000000e+00 6.503453020226829473e+00 9.000000000000000000e+00 1.514930256793932813e+03
4.000000000000000000e+00 6.525902997409527728e+00 9.000000000000000000e+00 1.220572511101093369e+03
4.000000000000000000e+00 6.547588529558561632e+00 8.000000000000000000e+00 9.245411138389973758e+02
4.000000000000000000e+00 6.568233702499433058e+00 1.000000000000000000e+01 6.583859756158111622e+02
4.000000000000000000e+00 6.588354320136120101e+00 1.000000000000000000e+01 4.407848026641900105e+02
3.000000000000000000e+00 6.607503775217274722e+00 9.000000000000000000e+00 2.774369825719209643e+02
3.000000000000000000e+00 6.606196195074339528e+00 8.000000000000000000e+00 1.641699972477975962e+02
3.000000000000000000e+00 6.604406883800304939e+00 1.000000000000000000e+01 9.133030922126044970e+01
3.000000000000000000e+00 6.602704677179991322e+00 1.100000000000000000e+01 8.826962955275694522e-01
3.000000000000000000e+00 6.600860657236826690e+00 9.000000000000000000e+00 3.285239554401653272e-02
3.000000000000000000e+00 6.598304523764547902e+00 9.000000000000000000e+00 9.185004026234198093e-01
3.000000000000000000e+00 6.595450098396804073e+00 1.100000000000000000e+01 2.086937000873925196e-01
3.000000000000000000e+00 6.592694671911274007e+00 1.000000000000000000e+01 1.894334282209624298e-01
3.000000000000000000e+00 6.589458957555847540e+00 1.000000000000000000e+01 6.075970864259969684e-01
3.000000000000000000e+00 6.585955331160893600e+00 1.000000000000000000e+01 7.345875311079285153e-01
3.000000000000000000e+00 6.582195564850814584e+00 1.000000000000000000e+01 7.473483632178334890e-02
3.000000000000000000e+00 6.578190661311061227e+00 1.200000000000000000e+01 9.979760956541653405e-01
3.000000000000000000e+00 6.574336423073432023e+00 1.000000000000000000e+01 8.805092572965041997e-01
3.000000000000000000e+00 6.569859153789542994e+00 8.000000000000000000e+00 1.528852277049985720e-01
3.000000000000000000e+00 6.564783883487036675e+00 8.000000000000000000e+00 1.057071195256695795e-01
3.000000000000000000e+00 6.559519544057012652e+00 8.000000000000000000e+00 8.200970616175442540e-01
3.000000000000000000e+00 6.554075003452018322e+00 1.000000000000000000e+01 0.000000000000000000e+00
2.000000000000000000e+00 6.548842817874298561e+00 9.000000000000000000e+00 2.218590198941045033e-01
2.000000000000000000e+00 6.523969471925311403e+00 1.000000000000000000e+01 9.052552742080379744e-01
2.000000000000000000e+00 6.499826787000677619e+00 7.000000000000000000e+00 3.421694970494080223e-01
2.000000000000000000e+00 6.475617953464997356e+00 9.000000000000000000e+00 1.596078233776949684e-01
3.000000000000000000e+00 6.452307755550038770e+00 8.000000000000000000e+00 1.589196988952028544e-01
2.000000000000000000e+00 6.448555302500825093e+00 8.000000000000000000e+00 5.320845239274230032e-01
2.000000000000000000e+00 6.425301589468123353e+00 1.000000000000000000e+01 1.888132636706815193e-01
2.000000000000000000e+00 6.402912712999773603e+00 9.000000000000000000e+00 5.541459232004926072e-01
2.000000000000000000e+00 6.380779429147783510e+00 1.000000000000000000e+01 2.002851723521457128e-01
2.000000000000000000e+00 6.359277209796157848e+00 1.000000000000000000e+01 6.236827207585645683e-01
2.000000000000000000e+00 6.338190473459612839e+00 8.000000000000000000e+00 9.989633592480442470e-01
2.000000000000000000e+00 6.317119600755310316e+00 9.000000000000000000e+00 9.053755888957544240e-01
2.000000000000000000e+00 6.296641719950271998e+00 1.000000000000000000e+01 9.743958616463639366e-01
2.000000000000000000e+00 6.276734919914750854e+00 9.000000000000000000e+00 1.681833379119168637e-02
3.000000000000000000e+00 6.256993126348324274e+00 7.000000000000000000e+00 4.808513244207452964e-01
2.000000000000000000e+00 6.256488547946360335e+00 7.000000000000000000e+00 6.298002144336622976e-03
2.000000000000000000e+00 6.236366574889129488e+00 8.000000000000000000e+00 2.774369825719209643e+02
2.000000000000000000e+00 6.216911950657059371e+00 9.000000000000000000e+00 4.407848026641900105e+02
2.000000000000000000e+00 6.198162056253079477e+00 1.100000000000000000e+01 6.583859756158111622e+02
1.000000000000000000e+00 6.180365711522124883e+00 9.000000000000000000e+00 9.245411138389973758e+02
0.000000000000000000e+00 6.143549088748113007e+00 8.000000000000000000e+00 1.220572511101093369e+03
0.000000000000000000e+00 6.088709396317911526e+00 7.000000000000000000e+00 1.514930256793932813e+03
0.000000000000000000e+00 6.035881401973352212e+00 9.000000000000000000e+00 1.767719663786366937e+03
0.000000000000000000e+00 5.985659193561214231e+00 8.000000000000000000e+00 1.939214478385412121e+03
0.000000000000000000e+00 5.937428720316748176e+00 9.000000000000000000e+00 2.000000000000000000e+03
0.000000000000000000e+00 5.891518513931559120e+00 8.000000000000000000e+00 1.939214478385412121e+03
0.000000000000000000e+00 5.847428655662866959e+00 9.000000000000000000e+00 1.767719663786366937e+03
0.000000000000000000e+00 5.805405457331394459e+00 1.200000000000000000e+01 1.514930256793932813e+03
0.000000000000000000e+00 5.765654973781960457e+00 8.000000000000000000e+00 1.220572511101093369e+03
0.000000000000000000e+00 5.726629063789002494e+00 1.000000000000000000e+01 9.245411138389973758e+02
0.000000000000000000e+00 5.689339011845665262e+00 1.100000000000000000e+01 6.583859756158111622e+02
-1.000000000000000000e+00 5.653423007713465509e+00 8.000000000000000000e+00 4.407848026641900105e+02
-1.000000000000000000e+00 5.598705445582619511e+00 8.000000000000000000e+00 2.774369825719209643e+02
-1.000000000000000000e+00 5.545654041537789958e+00 1.000000000000000000e+01 1.641699972477975962e+02
-2.000000000000000000e+00 5.494545725893118515e+00 9.000000000000000000e+00 9.133030922126044970e+01
-1.000000000000000000e+00 5.425431132735156758e+00 7.000000000000000000e+00 5.299959998839535169e-01
-1.000000000000000000e+00 5.377275908339981036e+00 7.000000000000000000e+00 6.645893007227593463e-01
-2.000000000000000000e+00 5.330428197666441825e+00 9.000000000000000000e+00 3.152825369532353816e-01
-2.000000000000000000e+00 5.265952815579858282e+00 1.000000000000000000e+01 2.806755896729179467e-01
-2.000000000000000000e+00 5.203566131909190595e+00 8.000000000000000000e+00 4.908557054829992827e-01
-2.000000000000000000e+00 5.142610958879064498e+00 9.000000000000000000e+00 2.235577649736104622e-01
-3.000000000000000000e+00 5.083609122957824411e+00 1.000000000000000000e+01 5.893913899342946294e-01
-3.000000000000000000e+00 5.007215956215075536e+00 1.100000000000000000e+01 5.968007296344407520e-01
-3.000000000000000000e+00 4.933330776410834950e+00 1.000000000000000000e+01 9.334084047515851523e-01
-3.000000000000000000e+00 4.861472363456339707e+00 1.100000000000000000e+01 7.175979052823082682e-01
-4.000000000000000000e+00 4.791947114826921705e+00 1.100000000000000000e+01 9.199651134883781722e-01
-3.000000000000000000e+00 4.705203144500567980e+00 1.000000000000000000e+01 5.460161639607440387e-01
-4.000000000000000000e+00 4.640210254509735677e+00 9.000000000000000000e+00 3.223647491975778490e-01
-4.000000000000000000e+00 4.557631253747875810e+00 1.000000000000000000e+01 0.000000000000000000e+00
-4.000000000000000000e+00 4.477757372860324381e+00 9.000000000000000000e+00 6.436845930488617196e-01
-4.000000000000000000e+00 4.400099867689982958e+00 1.000000000000000000e+01 2.816642469438970231e-01
-3.000000000000000000e+00 4.324957734133719534e+00 1.000000000000000000e+01 7.916248463661462731e-01
-3.000000000000000000e+00 4.271311781719800749e+00 1.000000000000000000e+01 6.624174614494359181e-01
-3.000000000000000000e+00 4.219104904291209657e+00 1.000000000000000000e+01 6.334268847872136510e-01
-3.000000000000000000e+00 4.168282281751316987e+00 1.200000000000000000e+01 3.533034902958512857e-01
