Text,Tint synthetic,Qhvac,Qsun
0.000000000000000000e+00,8.257324883842741770e+00,7.000000000000000000e+00,2.419168369447599609e-01
1.000000000000000000e+00,8.212446444630714382e+00,7.000000000000000000e+00,4.584918615499841144e-01
2.000000000000000000e+00,8.187795878231604263e+00,8.000000000000000000e+00,5.633989485562335142e-01
3.000000000000000000e+00,8.182828559776906374e+00,1.100000000000000000e+01,5.671566477006465545e-01
3.000000000000000000e+00,8.197213658214622001e+00,1.000000000000000000e+01,2.774369825719209643e+02
4.000000000000000000e+00,8.210315990888794602e+00,1.100000000000000000e+01,4.407848026641900105e+02
5.000000000000000000e+00,8.241904513928611564e+00,9.000000000000000000e+00,6.583859756158111622e+02
6.000000000000000000e+00,8.290816563203016187e+00,1.100000000000000000e+01,9.245411138389973758e+02
8.000000000000000000e+00,8.357299120507114765e+00,1.000000000000000000e+01,1.220572511101093369e+03
1.000000000000000000e+01,8.459524832507726799e+00,1.100000000000000000e+01,1.514930256793932813e+03
1.000000000000000000e+01,8.596698089531276565e+00,7.000000000000000000e+00,1.767719663786366937e+03
1.100000000000000000e+01,8.728152655211772526e+00,9.000000000000000000e+00,1.939214478385412121e+03
1.000000000000000000e+01,8.874601409333161328e+00,8.000000000000000000e+00,2.000000000000000000e+03
9.000000000000000000e+00,8.996417102885885697e+00,9.000000000000000000e+00,1.939214478385412121e+03
9.000000000000000000e+00,9.094872270195899944e+00,8.000000000000000000e+00,1.767719663786366937e+03
9.000000000000000000e+00,9.189648033999969101e+00,1.000000000000000000e+01,1.514930256793932813e+03
7.000000000000000000e+00,9.281368313414889215e+00,9.000000000000000000e+00,1.220572511101093369e+03
6.000000000000000000e+00,9.330923866628840102e+00,8.000000000000000000e+00,9.245411138389973758e+02
6.000000000000000000e+00,9.359016479351030426e+00,8.000000000000000000e+00,6.583859756158111622e+02
6.000000000000000000e+00,9.385794325896364754e+00,1.100000000000000000e+01,4.407848026641900105e+02
6.000000000000000000e+00,9.411803467706969073e+00,1.000000000000000000e+01,2.774369825719209643e+02
5.000000000000000000e+00,9.436243857880043606e+00,1.000000000000000000e+01,1.641699972477975962e+02
6.000000000000000000e+00,9.440057316973852863e+00,8.000000000000000000e+00,9.133030922126044970e+01
6.000000000000000000e+00,9.462127179000690447e+00,8.000000000000000000e+00,3.005105889086836513e-01
6.000000000000000000e+00,9.482872808784232888e+00,1.000000000000000000e+01,2.877467045477622998e-01
7.000000000000000000e+00,9.502732403605872236e+00,1.000000000000000000e+01,8.079245140475558307e-01
6.000000000000000000e+00,9.540628038305918324e+00,7.000000000000000000e+00,1.944277567690021469e-01
5.000000000000000000e+00,9.556791350096279558e+00,6.000000000000000000e+00,2.647677037148482571e-01
6.000000000000000000e+00,9.552406224569933713e+00,7.000000000000000000e+00,4.992852319680189943e-01
5.000000000000000000e+00,9.567150109794617663e+00,6.000000000000000000e+00,1.742131895985276069e-01
7.000000000000000000e+00,9.561404311320098159e+00,8.000000000000000000e+00,4.366003016401706072e-01
7.000000000000000000e+00,9.594306092387641982e+00,8.000000000000000000e+00,4.856797092569458130e-01
7.000000000000000000e+00,9.625525740137268471e+00,1.000000000000000000e+01,8.572018521671118663e-01
7.000000000000000000e+00,9.655515518650801710e+00,7.000000000000000000e+00,6.350567338310364462e-02
7.000000000000000000e+00,9.683363603213463122e+00,8.000000000000000000e+00,5.242662113239543453e-01
7.000000000000000000e+00,9.709924430165116860e+00,8.000000000000000000e+00,7.583205571620244001e-01
7.000000000000000000e+00,9.735057881634542554e+00,9.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,9.759013408320774019e+00,8.000000000000000000e+00,5.106855648453687557e-01
7.000000000000000000e+00,9.781454362762275423e+00,6.000000000000000000e+00,4.140727170171645266e-01
7.000000000000000000e+00,9.802249046847490987e+00,7.000000000000000000e+00,4.094275867344887576e-01
7.000000000000000000e+00,9.822040045938237540e+00,9.000000000000000000e+00,4.616894175346332174e-01
8.000000000000000000e+00,9.841060598136259330e+00,8.000000000000000000e+00,4.030149613965983146e-02
7.000000000000000000e+00,9.878035314688807134e+00,1.000000000000000000e+01,2.198924420535691704e-01
7.000000000000000000e+00,9.894352826346240803e+00,7.000000000000000000e+00,7.499291737006678060e-01
7.000000000000000000e+00,9.909079188536354721e+00,9.000000000000000000e+00,8.183567997778781189e-01
6.000000000000000000e+00,9.923239246796143220e+00,1.000000000000000000e+01,9.066649620456509462e-01
7.000000000000000000e+00,9.917394738709102597e+00,7.000000000000000000e+00,6.842746765186964453e-01
7.000000000000000000e+00,9.930047765424598438e+00,9.000000000000000000e+00,3.505528589893371905e-01
7.000000000000000000e+00,9.942219509290042723e+00,7.000000000000000000e+00,9.472480059898858995e-01
7.000000000000000000e+00,9.953161409094215983e+00,1.000000000000000000e+01,1.065579996675334318e-01
6.000000000000000000e+00,9.963883896028935538e+00,1.100000000000000000e+01,7.760764250053373559e-01
8.000000000000000000e+00,9.954743118434183913e+00,8.000000000000000000e+00,3.268519517966043120e-01
8.000000000000000000e+00,9.983505314323370072e+00,1.100000000000000000e+01,5.531326991389101666e-01
8.000000000000000000e+00,1.001140746781582891e+01,8.000000000000000000e+00,2.774369825719209643e+02
8.000000000000000000e+00,1.003743719561469128e+01,8.000000000000000000e+00,4.407848026641900105e+02
9.000000000000000000e+00,1.006230785153207208e+01,1.100000000000000000e+01,6.583859756158111622e+02
9.000000000000000000e+00,1.010599567799401477e+01,1.000000000000000000e+01,9.245411138389973758e+02
8.000000000000000000e+00,1.014788063702757270e+01,8.000000000000000000e+00,1.220572511101093369e+03
8.000000000000000000e+00,1.016868460818180253e+01,7.000000000000000000e+00,1.514930256793932813e+03
8.000000000000000000e+00,1.018875442880009174e+01,8.000000000000000000e+00,1.767719663786366937e+03
8.000000000000000000e+00,1.020859952127255355e+01,9.000000000000000000e+00,1.939214478385412121e+03
8.000000000000000000e+00,1.022829356632605524e+01,8.000000000000000000e+00,2.000000000000000000e+03
7.000000000000000000e+00,1.024748010602028891e+01,9.000000000000000000e+00,1.939214478385412121e+03
7.000000000000000000e+00,1.024726914164154401e+01,7.000000000000000000e+00,1.767719663786366937e+03
7.000000000000000000e+00,1.024699336030393404e+01,8.000000000000000000e+00,1.514930256793932813e+03
5.000000000000000000e+00,1.024713410232771515e+01,8.000000000000000000e+00,1.220572511101093369e+03
4.000000000000000000e+00,1.020882980295210807e+01,1.000000000000000000e+01,9.245411138389973758e+02
3.000000000000000000e+00,1.015302056406536657e+01,1.000000000000000000e+01,6.583859756158111622e+02
3.000000000000000000e+00,1.007985249242208248e+01,1.000000000000000000e+01,4.407848026641900105e+02
2.000000000000000000e+00,1.000913903034750341e+01,8.000000000000000000e+00,2.774369825719209643e+02
0.000000000000000000e+00,9.921067559668664160e+00,8.000000000000000000e+00,1.641699972477975962e+02
1.000000000000000000e+00,9.797336637181688346e+00,1.000000000000000000e+01,9.133030922126044970e+01
1.000000000000000000e+00,9.697403611514380017e+00,8.000000000000000000e+00,7.734820408623820365e-01
3.000000000000000000e+00,9.600317065228633595e+00,9.000000000000000000e+00,5.870720192107566904e-01
3.000000000000000000e+00,9.545082849329343588e+00,1.000000000000000000e+01,2.253952071936287105e-01
3.000000000000000000e+00,9.491629668006195786e+00,8.000000000000000000e+00,2.319780919183228596e-01
4.000000000000000000e+00,9.439312229309425817e+00,1.000000000000000000e+01,7.597739613345160237e-01
3.000000000000000000e+00,9.408126300245044149e+00,7.000000000000000000e+00,3.900274505912426637e-02
2.000000000000000000e+00,9.357797517519577113e+00,9.000000000000000000e+00,9.893926924126974498e-01
2.000000000000000000e+00,9.289985271158535340e+00,1.000000000000000000e+01,5.139108404996894919e-01
2.000000000000000000e+00,9.224400051998625116e+00,1.000000000000000000e+01,2.872256772152445015e-01
2.000000000000000000e+00,9.160763657450221586e+00,1.000000000000000000e+01,1.508772900665000805e-01
2.000000000000000000e+00,9.099001000057985067e+00,1.000000000000000000e+01,6.510638895378739743e-01
2.000000000000000000e+00,9.039040193745790930e+00,1.000000000000000000e+01,9.021408223185846120e-01
1.000000000000000000e+00,8.980812087513639241e+00,9.000000000000000000e+00,1.932448837206882652e-01
1.000000000000000000e+00,8.904787754692987889e+00,9.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.831074285598232265e+00,9.000000000000000000e+00,4.615896153956738912e-01
0.000000000000000000e+00,8.759582681785280656e+00,8.000000000000000000e+00,9.275293374821310666e-01
0.000000000000000000e+00,8.670765321019244354e+00,6.000000000000000000e+00,8.013312417555704670e-01
0.000000000000000000e+00,8.584326279460745113e+00,8.000000000000000000e+00,9.196460169551079478e-02
0.000000000000000000e+00,8.500942450086538926e+00,7.000000000000000000e+00,3.463889925049468133e-01
0.000000000000000000e+00,8.419919000758282479e+00,8.000000000000000000e+00,4.990748128477998646e-01
0.000000000000000000e+00,8.341549426400524325e+00,1.100000000000000000e+01,1.387205164078730846e-01
0.000000000000000000e+00,8.266115850948738242e+00,8.000000000000000000e+00,5.165817597477575518e-01
0.000000000000000000e+00,8.192351434290502610e+00,9.000000000000000000e+00,3.200316150571148599e-01
0.000000000000000000e+00,8.120961009035069011e+00,9.000000000000000000e+00,5.016781875954261505e-01
0.000000000000000000e+00,8.051660986139957288e+00,1.000000000000000000e+01,2.486860622821861488e-01
0.000000000000000000e+00,7.984563216976430233e+00,1.200000000000000000e+01,7.871928884632152235e-01
0.000000000000000000e+00,7.919775642873444710e+00,1.000000000000000000e+01,1.670775099674534081e-01
1.000000000000000000e+00,7.856440125548686204e+00,9.000000000000000000e+00,2.393390190308116727e-01
2.000000000000000000e+00,7.813963212546142678e+00,7.000000000000000000e+00,9.794225365854628551e-01
2.000000000000000000e+00,7.791390522798762319e+00,9.000000000000000000e+00,9.728124806127970148e-01
2.000000000000000000e+00,7.769496422996896356e+00,1.000000000000000000e+01,2.774369825719209643e+02
3.000000000000000000e+00,7.748169885262155887e+00,1.000000000000000000e+01,4.407848026641900105e+02
3.000000000000000000e+00,7.746530222962893397e+00,1.000000000000000000e+01,6.583859756158111622e+02
3.000000000000000000e+00,7.744674218350615647e+00,1.100000000000000000e+01,9.245411138389973758e+02
3.000000000000000000e+00,7.742905504914474157e+00,1.000000000000000000e+01,1.220572511101093369e+03
3.000000000000000000e+00,7.740950142415631952e+00,8.000000000000000000e+00,1.514930256793932813e+03
3.000000000000000000e+00,7.738735929094160859e+00,8.000000000000000000e+00,1.767719663786366937e+03
3.000000000000000000e+00,7.736753998121238318e+00,9.000000000000000000e+00,1.939214478385412121e+03
3.000000000000000000e+00,7.735252776363831018e+00,7.000000000000000000e+00,2.000000000000000000e+03
2.000000000000000000e+00,7.733659231473808404e+00,8.000000000000000000e+00,1.939214478385412121e+03
1.000000000000000000e+00,7.713259758035462710e+00,1.100000000000000000e+01,1.767719663786366937e+03
1.000000000000000000e+00,7.675056125556634079e+00,9.000000000000000000e+00,1.514930256793932813e+03
0.000000000000000000e+00,7.637903818244085485e+00,8.000000000000000000e+00,1.220572511101093369e+03
-1.000000000000000000e+00,7.582570880682983905e+00,9.000000000000000000e+00,9.245411138389973758e+02
-1.000000000000000000e+00,7.509987432783079342e+00,1.100000000000000000e+01,6.583859756158111622e+02
-1.000000000000000000e+00,7.440136752783086393e+00,9.000000000000000000e+00,4.407848026641900105e+02
-3.000000000000000000e+00,7.372060303247342183e+00,9.000000000000000000e+00,2.774369825719209643e+02
-3.000000000000000000e+00,7.267471824931530655e+00,9.000000000000000000e+00,1.641699972477975962e+02
-3.000000000000000000e+00,7.166192559199714651e+00,1.000000000000000000e+01,9.133030922126044970e+01
-4.000000000000000000e+00,7.068258723323348036e+00,9.000000000000000000e+00,2.614249114672836383e-01
-3.000000000000000000e+00,6.953851641423566043e+00,9.000000000000000000e+00,7.438426166916031201e-01
-4.000000000000000000e+00,6.862296986250112418e+00,9.000000000000000000e+00,2.565082450341128473e-01
-4.000000000000000000e+00,6.754214746461098429e+00,9.000000000000000000e+00,3.182738096029235075e-01
-4.000000000000000000e+00,6.649470638265617239e+00,8.000000000000000000e+00,9.783402257388117418e-01
-4.000000000000000000e+00,6.547743582624519831e+00,1.100000000000000000e+01,8.703602371556593553e-01
-5.000000000000000000e+00,6.449686236029379849e+00,9.000000000000000000e+00,9.084144389207393644e-01
-5.000000000000000000e+00,6.334925724232183697e+00,1.100000000000000000e+01,1.899063926029848082e-01
-5.000000000000000000e+00,6.224103379174578343e+00,1.200000000000000000e+01,3.365929742268548575e-01
-5.000000000000000000e+00,6.116874801208523671e+00,9.000000000000000000e+00,1.175169950901814309e-01
-5.000000000000000000e+00,6.012331879000921475e+00,1.100000000000000000e+01,4.666401661462945549e-01
-5.000000000000000000e+00,5.911332553849582894e+00,1.200000000000000000e+01,6.754153130655655701e-01
-4.000000000000000000e+00,5.813547993749522469e+00,1.000000000000000000e+01,2.690138655635655462e-01
-5.000000000000000000e+00,5.737547075987421863e+00,9.000000000000000000e+00,0.000000000000000000e+00
-5.000000000000000000e+00,5.644184030158188037e+00,1.000000000000000000e+01,6.119914658510925420e-01
-5.000000000000000000e+00,5.553742219718520445e+00,8.000000000000000000e+00,1.552931855693451269e-02
-5.000000000000000000e+00,5.465532192811358492e+00,1.100000000000000000e+01,3.550952746110713765e-01
-5.000000000000000000e+00,5.380429954819375027e+00,1.000000000000000000e+01,5.318543528747214921e-01
-5.000000000000000000e+00,5.297547070816750470e+00,1.100000000000000000e+01,6.709426810458615220e-01
-6.000000000000000000e+00,5.217183203374261780e+00,1.000000000000000000e+01,2.135216237387378424e-01
-5.000000000000000000e+00,5.119587291009549013e+00,1.000000000000000000e+01,4.430672535828111824e-01
-5.000000000000000000e+00,5.044115041064397786e+00,1.200000000000000000e+01,3.084588260941403259e-01
-4.000000000000000000e+00,4.971069969265611732e+00,1.000000000000000000e+01,4.262210878669405734e-01
-3.000000000000000000e+00,4.918860041568925645e+00,8.000000000000000000e+00,9.822641152817460641e-01
-2.000000000000000000e+00,4.886724465202197720e+00,1.000000000000000000e+01,7.880324987029160289e-01
-1.000000000000000000e+00,4.874701260887030152e+00,1.100000000000000000e+01,8.920868556129475380e-01
0.000000000000000000e+00,4.881866135009035546e+00,1.200000000000000000e+01,7.776049207407440544e-01
0.000000000000000000e+00,4.907523110479070638e+00,1.200000000000000000e+01,2.921538723464198739e-01
1.000000000000000000e+00,4.931541221001161546e+00,8.000000000000000000e+00,1.942723020945512635e-01
2.000000000000000000e+00,4.972487475535595003e+00,8.000000000000000000e+00,1.317663590368089999e-02
3.000000000000000000e+00,5.030522913328208112e+00,9.000000000000000000e+00,2.774369825719209643e+02
3.000000000000000000e+00,5.105332274164167572e+00,9.000000000000000000e+00,4.407848026641900105e+02
6.000000000000000000e+00,5.176914309642969059e+00,8.000000000000000000e+00,6.583859756158111622e+02
6.000000000000000000e+00,5.303097660361172139e+00,9.000000000000000000e+00,9.245411138389973758e+02
7.000000000000000000e+00,5.424581776597328542e+00,9.000000000000000000e+00,1.220572511101093369e+03
6.000000000000000000e+00,5.560742941432217812e+00,9.000000000000000000e+00,1.514930256793932813e+03
6.000000000000000000e+00,5.672633382937634750e+00,9.000000000000000000e+00,1.767719663786366937e+03
5.000000000000000000e+00,5.780517546984850874e+00,1.100000000000000000e+01,1.939214478385412121e+03
5.000000000000000000e+00,5.865732836159400776e+00,8.000000000000000000e+00,2.000000000000000000e+03
5.000000000000000000e+00,5.947445475735513298e+00,1.000000000000000000e+01,1.939214478385412121e+03
4.000000000000000000e+00,6.026730071290026913e+00,1.000000000000000000e+01,1.767719663786366937e+03
3.000000000000000000e+00,6.083961496616113074e+00,9.000000000000000000e+00,1.514930256793932813e+03
2.000000000000000000e+00,6.119660958410934271e+00,8.000000000000000000e+00,1.220572511101093369e+03
2.000000000000000000e+00,6.134505738210433989e+00,1.100000000000000000e+01,9.245411138389973758e+02
1.000000000000000000e+00,6.149185330169643748e+00,9.000000000000000000e+00,6.583859756158111622e+02
1.000000000000000000e+00,6.143373971427195102e+00,1.100000000000000000e+01,4.407848026641900105e+02
1.000000000000000000e+00,6.137777440666407180e+00,8.000000000000000000e+00,2.774369825719209643e+02
2.000000000000000000e+00,6.131364682304687896e+00,1.000000000000000000e+01,1.641699972477975962e+02
1.000000000000000000e+00,6.144356623724545940e+00,9.000000000000000000e+00,9.133030922126044970e+01
1.000000000000000000e+00,6.136903793349397063e+00,8.000000000000000000e+00,8.840952643267058209e-01
1.000000000000000000e+00,6.128990425927794305e+00,1.000000000000000000e+01,8.502052837672569030e-02
0.000000000000000000e+00,6.121212764103001192e+00,1.200000000000000000e+01,2.859954420629492455e-01
1.000000000000000000e+00,6.094297761078149023e+00,8.000000000000000000e+00,3.860198150658383787e-01
0.000000000000000000e+00,6.086329554025075694e+00,1.100000000000000000e+01,1.101281823621994560e-01
0.000000000000000000e+00,6.059426781787895955e+00,9.000000000000000000e+00,4.869120443627917849e-01
0.000000000000000000e+00,6.032588383245413688e+00,1.100000000000000000e+01,6.653037046525590581e-01
0.000000000000000000e+00,6.006582518951089966e+00,9.000000000000000000e+00,5.415615306367328463e-01
0.000000000000000000e+00,5.980609223188164236e+00,1.000000000000000000e+01,9.295738153585133556e-01
0.000000000000000000e+00,5.955245666278821126e+00,1.200000000000000000e+01,9.233552052648416053e-01
0.000000000000000000e+00,5.930662077182535796e+00,8.000000000000000000e+00,9.583199672960218685e-02
0.000000000000000000e+00,5.905675648215798823e+00,9.000000000000000000e+00,6.886136595978321617e-01
0.000000000000000000e+00,5.881265010933629966e+00,1.100000000000000000e+01,2.829348020354516269e-01
0.000000000000000000e+00,5.857601566205476118e+00,8.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.833696309227256016e+00,1.000000000000000000e+01,2.337181141096089654e-02
0.000000000000000000e+00,5.810521491019958518e+00,7.000000000000000000e+00,9.064187782513338787e-01
0.000000000000000000e+00,5.787089205249445811e+00,1.100000000000000000e+01,8.673672284463640469e-02
0.000000000000000000e+00,5.764756617251462600e+00,1.000000000000000000e+01,6.440879047428795801e-01
0.000000000000000000e+00,5.742521528222527927e+00,1.000000000000000000e+01,5.558487731717192126e-01
0.000000000000000000e+00,5.720573888800993601e+00,1.000000000000000000e+01,9.547266198720831820e-01
0.000000000000000000e+00,5.698904227844836967e+00,8.000000000000000000e+00,4.794607031514134254e-01
0.000000000000000000e+00,5.677118477472067326e+00,1.100000000000000000e+01,4.621494423540911667e-01
1.000000000000000000e+00,5.656184083216340142e+00,1.000000000000000000e+01,4.489121491044323342e-02
1.000000000000000000e+00,5.654570170649559913e+00,9.000000000000000000e+00,6.449518402040566034e-02
2.000000000000000000e+00,5.652304880080290417e+00,1.100000000000000000e+01,2.232506615285300144e-01
3.000000000000000000e+00,5.669262051809005776e+00,8.000000000000000000e+00,7.524427575524126333e-01
3.000000000000000000e+00,5.703782567898728395e+00,1.200000000000000000e+01,2.474685466390256217e-01
3.000000000000000000e+00,5.737309136845778035e+00,9.000000000000000000e+00,7.073937394349553154e-01
4.000000000000000000e+00,5.768536940937379676e+00,8.000000000000000000e+00,7.080610791568486828e-02
5.000000000000000000e+00,5.817211430441586728e+00,9.000000000000000000e+00,2.488959921157073429e-01
5.000000000000000000e+00,5.883088651154675830e+00,9.000000000000000000e+00,2.774369825719209643e+02
5.000000000000000000e+00,5.946193873608014435e+00,9.000000000000000000e+00,4.407848026641900105e+02
6.000000000000000000e+00,6.006699556010008934e+00,1.000000000000000000e+01,6.583859756158111622e+02
6.000000000000000000e+00,6.084254083119460255e+00,9.000000000000000000e+00,9.245411138389973758e+02
6.000000000000000000e+00,6.158691344224517472e+00,9.000000000000000000e+00,1.220572511101093369e+03
6.000000000000000000e+00,6.230439464314345699e+00,1.100000000000000000e+01,1.514930256793932813e+03
6.000000000000000000e+00,6.300101226809871058e+00,7.000000000000000000e+00,1.767719663786366937e+03
5.000000000000000000e+00,6.366701271070897228e+00,9.000000000000000000e+00,1.939214478385412121e+03
5.000000000000000000e+00,6.412308026903418501e+00,9.000000000000000000e+00,2.000000000000000000e+03
4.000000000000000000e+00,6.456598413898488431e+00,8.000000000000000000e+00,1.939214478385412121e+03
4.000000000000000000e+00,6.480137548266910130e+00,1.000000000000000000e+01,1.767719663786366937e+03
4.000000000000000000e+00,6.503464949071553036e+00,9.000000000000000000e+00,1.514930256793932813e+03
4.000000000000000000e+00,6.525914626420393994e+00,9.000000000000000000e+00,1.220572511101093369e+03
4.000000000000000000e+00,6.547599870068739669e+00,8.000000000000000000e+00,9.245411138389973758e+02
4.000000000000000000e+00,6.568244765396358709e+00,1.000000000000000000e+01,6.583859756158111622e+02
4.000000000000000000e+00,6.588365115879078360e+00,1.000000000000000000e+01,4.407848026641900105e+02
3.000000000000000000e+00,6.607514313854291998e+00,9.000000000000000000e+00,2.774369825719209643e+02
3.000000000000000000e+00,6.606206486258401789e+00,8.000000000000000000e+00,1.641699972477975962e+02
3.000000000000000000e+00,6.604416936804947014e+00,1.000000000000000000e+01,9.133030922126044970e+01
3.000000000000000000e+00,6.602714500914260931e+00,1.100000000000000000e+01,5.439360656690434004e-01
3.000000000000000000e+00,6.600870130481389708e+00,9.000000000000000000e+00,7.809820966005429632e-01
3.000000000000000000e+00,6.598313946847621736e+00,9.000000000000000000e+00,5.014092438295725263e-02
3.000000000000000000e+00,6.595459139688463424e+00,1.100000000000000000e+01,5.344261688207341265e-03
3.000000000000000000e+00,6.592703268602557287e+00,1.000000000000000000e+01,9.019419428922906823e-01
3.000000000000000000e+00,6.589467400406027409e+00,1.000000000000000000e+01,4.969914528378014396e-01
3.000000000000000000e+00,6.585963583327532511e+00,1.000000000000000000e+01,7.055736035315625099e-01
3.000000000000000000e+00,6.582203622327788217e+00,1.000000000000000000e+01,8.441319812547802837e-01
3.000000000000000000e+00,6.578198826153372814e+00,1.200000000000000000e+01,3.391821652094668682e-01
3.000000000000000000e+00,6.574344437423448539e+00,1.000000000000000000e+01,1.526572735178433060e-01
3.000000000000000000e+00,6.569866744246892765e+00,8.000000000000000000e+00,5.718947761641055560e-01
3.000000000000000000e+00,6.564791227612833069e+00,8.000000000000000000e+00,4.288727925282387332e-01
3.000000000000000000e+00,6.559526775220142270e+00,8.000000000000000000e+00,6.502294404569954889e-01
3.000000000000000000e+00,6.554082060518823916e+00,1.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,6.548849707390274055e+00,9.000000000000000000e+00,7.962839637259185865e-01
2.000000000000000000e+00,6.523976420239514518e+00,1.000000000000000000e+01,7.621104428035144762e-01
2.000000000000000000e+00,6.499833735991524364e+00,7.000000000000000000e+00,9.935934679883022813e-01
2.000000000000000000e+00,6.475625151864296214e+00,9.000000000000000000e+00,2.419570353510563931e-01
3.000000000000000000e+00,6.452315223539354605e+00,8.000000000000000000e+00,8.582588493318799028e-01
2.000000000000000000e+00,6.448563295745397994e+00,8.000000000000000000e+00,6.566876694941677917e-01
2.000000000000000000e+00,6.425310132589459045e+00,1.000000000000000000e+01,4.746242813060441712e-01
2.000000000000000000e+00,6.402921891274152344e+00,9.000000000000000000e+00,8.592433037148815567e-01
2.000000000000000000e+00,6.380789331563642364e+00,1.000000000000000000e+01,7.074547573554148538e-01
2.000000000000000000e+00,6.359287998911844930e+00,1.000000000000000000e+01,5.811208377825056726e-01
2.000000000000000000e+00,6.338202094261678354e+00,8.000000000000000000e+00,8.657149767886803682e-01
2.000000000000000000e+00,6.317131965717558195e+00,9.000000000000000000e+00,8.143816993784047664e-02
2.000000000000000000e+00,6.296654480558057543e+00,1.000000000000000000e+01,1.224099254356055821e-01
2.000000000000000000e+00,6.276747731589357393e+00,9.000000000000000000e+00,9.286494578536251820e-01
3.000000000000000000e+00,6.257006334779885215e+00,7.000000000000000000e+00,8.028316203306508081e-01
2.000000000000000000e+00,6.256502258201523503e+00,7.000000000000000000e+00,2.697670423207487733e-01
2.000000000000000000e+00,6.236380865121678774e+00,8.000000000000000000e+00,2.774369825719209643e+02
2.000000000000000000e+00,6.216926794717288374e+00,9.000000000000000000e+00,4.407848026641900105e+02
2.000000000000000000e+00,6.198177429032607044e+00,1.100000000000000000e+01,6.583859756158111622e+02
1.000000000000000000e+00,6.180381588912775115e+00,9.000000000000000000e+00,9.245411138389973758e+02
0.000000000000000000e+00,6.143565447602420626e+00,8.000000000000000000e+00,1.220572511101093369e+03
0.000000000000000000e+00,6.088726214411192217e+00,7.000000000000000000e+00,1.514930256793932813e+03
0.000000000000000000e+00,6.035898657967258885e+00,9.000000000000000000e+00,1.767719663786366937e+03
0.000000000000000000e+00,5.985676866968738352e+00,8.000000000000000000e+00,1.939214478385412121e+03
0.000000000000000000e+00,5.937446791468601326e+00,9.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,5.891536963943878824e+00,8.000000000000000000e+00,1.939214478385412121e+03
0.000000000000000000e+00,5.847447466406199723e+00,9.000000000000000000e+00,1.767719663786366937e+03
0.000000000000000000e+00,5.805424611400900936e+00,1.200000000000000000e+01,1.514930256793932813e+03
0.000000000000000000e+00,5.765674454468794785e+00,8.000000000000000000e+00,1.220572511101093369e+03
0.000000000000000000e+00,5.726648855052825837e+00,1.000000000000000000e+01,9.245411138389973758e+02
0.000000000000000000e+00,5.689359098288239380e+00,1.100000000000000000e+01,6.583859756158111622e+02
-1.000000000000000000e+00,5.653443374553290823e+00,8.000000000000000000e+00,4.407848026641900105e+02
-1.000000000000000000e+00,5.598726078630572367e+00,8.000000000000000000e+00,2.774369825719209643e+02
-1.000000000000000000e+00,5.545674927173722679e+00,1.000000000000000000e+01,1.641699972477975962e+02
-2.000000000000000000e+00,5.494566851043382272e+00,9.000000000000000000e+00,9.133030922126044970e+01
-1.000000000000000000e+00,5.425452484851012613e+00,7.000000000000000000e+00,2.159725792779398912e-02
-1.000000000000000000e+00,5.377297280610457086e+00,7.000000000000000000e+00,6.527486862402342993e-02
-2.000000000000000000e+00,5.330449357187592163e+00,9.000000000000000000e+00,4.928749582863347634e-01
-2.000000000000000000e+00,5.265973836944953135e+00,1.000000000000000000e+01,4.937634756789285317e-01
-2.000000000000000000e+00,5.203587100173622026e+00,8.000000000000000000e+00,4.041941495574884469e-01
-2.000000000000000000e+00,5.142631840676924249e+00,9.000000000000000000e+00,2.842702113665257491e-01
-3.000000000000000000e+00,5.083629942801685786e+00,1.000000000000000000e+01,2.271789931322063527e-01
-3.000000000000000000e+00,5.007236575567289627e+00,1.100000000000000000e+01,1.370510077310875818e-01
-3.000000000000000000e+00,4.933351025244470556e+00,1.000000000000000000e+01,5.632436527554569583e-01
-3.000000000000000000e+00,4.861492113291451034e+00,1.100000000000000000e+01,2.240944782384768352e-01
-4.000000000000000000e+00,4.791966195419153252e+00,1.100000000000000000e+01,9.874379967598877483e-01
-3.000000000000000000e+00,4.705221607785022186e+00,1.000000000000000000e+01,2.961743506388558878e-02
-4.000000000000000000e+00,4.640227926618019083e+00,9.000000000000000000e+00,7.022798150152435026e-01
-4.000000000000000000e+00,4.557648311625229987e+00,1.000000000000000000e+01,0.000000000000000000e+00
-4.000000000000000000e+00,4.477773840501044766e+00,9.000000000000000000e+00,7.760095070806306561e-01
-4.000000000000000000e+00,4.400115818835677928e+00,1.000000000000000000e+01,4.704681303039849327e-01
-3.000000000000000000e+00,4.324973261106322298e+00,1.000000000000000000e+01,1.572469532188199848e-01
-3.000000000000000000e+00,4.271326657629799683e+00,1.000000000000000000e+01,9.999523082914207883e-02
-3.000000000000000000e+00,4.219118939477340291e+00,1.000000000000000000e+01,2.981730395638453324e-01
-3.000000000000000000e+00,4.168295381690897194e+00,1.200000000000000000e+01,2.718045793744173766e-01
-2.000000000000000000e+00,4.119187956768077363e+00,1.200000000000000000e+01,8.955247997822778361e-01
-2.000000000000000000e+00,4.090616749179186940e+00,1.000000000000000000e+01,3.987091526026574906e-01
